Date,Description,Amount,Running Bal.
2/24/2015,UNIVERSITY OF 02/24 #000348308 PURCHASE UNIVERSITY OF M ORONO ME,-18.55,65.66
3/5/2015,CHECKCARD 0304 PANERA BREAD #601465 WEST ORANGE NJ 24427335063720006322004,-11.32,54.34
3/5/2015,CHECKCARD 0304 COLDSTONE #929 WEST ORANGE NJ 24246515064200000000273,-7.79,46.55
3/6/2015,"UNIVERSITY OF MA DES:DIR DEP ID:0836110 INDN:SANTOS,CHRISTOPHER PAU CO ID:XXXXX00769 PPD",210,256.55
3/6/2015,BKOFAMERICA ATM 03/06 #000007240 WITHDRWL RAMSEY RAMSEY NJ,-100,156.55
3/6/2015,0735 FOREVER 2 03/06 #000001498 PURCHASE 0735 FOREVER 21 PARAMUS NJ,-12.9,143.65
3/9/2015,CHECKCARD 0307 Spotify USA 877-778-1161 NY 24692165066000573339624 RECURRING,-5.26,138.39
3/9/2015,BKOFAMERICA ATM 03/07 #000007718 WITHDRWL RAMSEY RAMSEY NJ,-100,38.39
3/9/2015,CHECKCARD 0307 SARKU JAPAN TERIYA RAMSEY NJ 24224435067103000661496,-8.12,30.27
3/12/2015,CHECKCARD 0310 MCDONALD'S F7454 PARAMUS NJ 24427335070710021018928,-1.48,28.79
3/13/2015,BKOFAMERICA ATM 03/12 #000009563 DEPOSIT RAMSEY RAMSEY NJ,600,628.79
3/13/2015,BKOFAMERICA ATM 03/13 #000009684 WITHDRWL RAMSEY RAMSEY NJ,-300,328.79
3/16/2015,CHECKCARD 0315 NINTENDO DIGITAL 800-255-3700 WA 24692165074000013747766,-5.26,323.53
3/17/2015,U OF MAINE SYS DES:UM ACH ID:125185 INDN:CHRISTOPHER SANTOS CO ID:XXXXX00769 WEB,-275,48.53
3/31/2015,CHECKCARD 0329 VISTAPR*VistaPrint.com 866-6148002 CA 24717055089730891531380,-18.22,30.31
4/3/2015,"UNIVERSITY OF MA DES:DIR DEP ID:0836110 INDN:SANTOS,CHRISTOPHER PAU CO ID:XXXXX00769 PPD",278.03,308.34
4/6/2015,CHECKCARD 0404 Spotify USA 877-778-1161 NY 24692165094000935379363 RECURRING,-10.54,297.8
4/6/2015,U OF MAINE SYS DES:UM ACH ID:125971 INDN:CHRISTOPHER SANTOS CO ID:XXXXX00769 WEB,-249.99,47.81
4/7/2015,CIRCLE K 07021 04/07 #000318060 PURCHASE CIRCLE K 07021 2 ORONO ME,-21,26.81
4/7/2015,WM SUPERC Wal- 04/07 #000326449 PURCHASE WM SUPERC Wal-Mar BANGOR ME,-3.14,23.67
4/13/2015,CHECKCARD 0411 GOVERNOR'S RESTAUR OLD TOWN ME 24224435102104029798142,-11.76,11.91
4/14/2015,CHECKCARD 0413 REGISTER.COM*12BD43CFJ 877-731-4442 FL 24692165103000986548980,-2.22,9.69
4/17/2015,"UNIVERSITY OF MA DES:DIR DEP ID:0836110 INDN:SANTOS,CHRISTOPHER PAU CO ID:XXXXX00769 PPD",283.43,293.12
4/20/2015,CIRCLE K 07021 04/17 #000275449 PURCHASE CIRCLE K 07021 2 ORONO ME,-53.22,239.9
4/20/2015,U OF MAINE SYS DES:UM ACH ID:127178 INDN:CHRISTOPHER SANTOS CO ID:XXXXX00769 WEB,-75,164.9
4/22/2015,CHECKCARD 0421 Amazon.com AMZN.COM/BILLWA 24692165111000771439882,-9.89,155.01
4/22/2015,CHECKCARD 0421 ADY*Spotify USA 646-8375380 NY 24906415111015311182298,-5.34,149.67
4/23/2015,CIRCLE K 07021 04/23 #000481053 PURCHASE CIRCLE K 07021 2 ORONO ME,-9.81,139.86
4/24/2015,SHELL Service 04/24 #000534588 PURCHASE SHELL Service S WILLINGTON CT,-56.21,83.65
4/27/2015,BKOFAMERICA ATM 04/26 #000006758 DEPOSIT RAMSEY RAMSEY NJ,170,253.65
4/27/2015,CHECKCARD 0424 DUNKIN #330268 Q35 WILLINGTON CT 24610435115072017912438,-4.55,249.1
4/27/2015,CHECKCARD 0426 GULF OIL 92040061 LOWELL MA 24231685116837000379177,-34.87,214.23
4/27/2015,CHECKCARD 0427 WWW.NEWEGG.COM 800-390-1119 CA 24692165117000214226528,-167.96,46.27
4/28/2015,CHECKCARD 0426 DUNKIN #300584 Q35 CHELMSFORD MA 24610435117072022340227,-3.63,42.64
4/28/2015,CHECKCARD 0426 DUNKIN #331828 Q35 LOWELL MA 24610435117072023423493,-3.51,39.13
5/1/2015,"UNIVERSITY OF MA DES:DIR DEP ID:0836110 INDN:SANTOS,CHRISTOPHER PAU CO ID:XXXXX00769 PPD",178,217.13
5/4/2015,CHECKCARD 0502 REGISTER.COM*12C18E9AJ 877-731-4442 FL 24692165122000971058737 RECURRING,-13.2,203.93
5/4/2015,CHECKCARD 0501 BANGOR MALL CINEMAS 10 BANGOR ME 24071055123985316872037,-9,194.93
5/4/2015,U OF MAINE SYS DES:UM ACH ID:127818 INDN:CHRISTOPHER SANTOS CO ID:XXXXX00769 WEB,-100,94.93
5/8/2015,CHECKCARD 0506 DUNKIN #345504 Q35 ORONO ME 24610435127072009854008,-3.01,91.92
5/8/2015,CHECKCARD 0507 PAYPAL EBAY MARKTPLC US 402-935-7733 NE 24492155127894544110381,-26.46,65.46
5/8/2015,CIRCLE K 07089 05/08 #000140320 PURCHASE CIRCLE K 07089 53 ORONO ME,-13.05,52.41
5/11/2015,BKOFAMERICA ATM 05/11 #000001206 DEPOSIT VINNEN SQUARE RE SWAMPSCOTT MA,40,92.41
5/11/2015,CHECKCARD 0508 DUNKIN #345504 Q35 ORONO ME 24610435129072014073022,-7.43,84.98
5/11/2015,EXXONMOBIL POS 05/11 #000910269 PURCHASE 525 PARADISE RD SWAMPSCOTT MA,-54.29,30.69
5/11/2015,WALGREENS 450 05/11 #000520085 PURCHASE WALGREENS 450 PAR SWAMPSCOTT MA,-1.23,29.46
5/15/2015,"UNIVERSITY OF MA DES:DIR DEP ID:0836110 INDN:SANTOS,CHRISTOPHER PAU CO ID:XXXXX00769 PPD",150,179.46
5/18/2015,CHECKCARD 0515 WAH SING MAHWAH NJ 24435655136200529100082,-15.73,163.73
5/18/2015,CHECKCARD 0515 FAIRLAWN LANES FAIRLAWN NJ 24427335136710059852505,-14.95,148.78
5/18/2015,CHECKCARD 0516 RAMSEY CHINESE RESTAURA RAMSEY NJ 24559305137900015701183,-6.58,142.2
5/18/2015,RADIOSHACK COR 05/17 #000415480 PURCHASE RADIOSHACK COR RAMSEY NJ,-4.8,137.4
5/18/2015,7-ELEVEN 05/18 #000455737 PURCHASE 7-ELEVEN MAHWAH NJ,-2.97,134.43
5/19/2015,RADIOSHACK COR 05/19 #000680324 PURCHASE RADIOSHACK COR RAMSEY NJ,-7.47,126.96
5/20/2015,7-ELEVEN 05/20 #000615121 PURCHASE 7-ELEVEN MAHWAH NJ,-1.39,125.57
5/21/2015,CHECKCARD 0520 EXTRA GAS RAMSEY NJ 24765015140006000524299,-52.26,73.31
5/22/2015,CHECKCARD 0520 PLANET SWIRL RAMSEY NJ 24801635141206001517520,-7.13,66.18
5/22/2015,CHECKCARD 0521 ADY*Spotify USA 646-8375380 NY 24906415141016066620254 RECURRING,-5.34,60.84
5/22/2015,CHECKCARD 0521 CHILI'S RAMSEY RAMSEY NJ 24231685142286988901099,-18.88,41.96
5/26/2015,BKOFAMERICA ATM 05/24 #000008099 DEPOSIT RAMSEY RAMSEY NJ,85,126.96
5/26/2015,CHECKCARD 0523 DUNKIN #341191 Q35 RAMSEY NJ 24610435144072026757431,-3.09,123.87
5/27/2015,CHECKCARD 0525 DUNKIN #341191 Q35 RAMSEY NJ 24610435146072024533055,-3.09,120.78
5/28/2015,CHECKCARD 0526 MBCR CMT RL TKT 617-222-3200 MA 24445005147100127208423,-7,113.78
5/28/2015,CHECKCARD 0527 COSI - #214 SEAPOR BOSTON MA 24224435148104017110694,-10.68,103.1
5/28/2015,CHECKCARD 0526 MBCR CMT RL TKT 617-222-3200 MA 24445005147100127208597,-7,96.1
5/29/2015,CHECKCARD 0527 MBCR CMT RL TKT 617-222-3200 MA 24445005148100132081517,-7,89.1
5/29/2015,CHECKCARD 0527 WORLD TRADE CENTER CAFE BOSTON MA 24755425148171489649648,-2.41,86.69
5/29/2015,CHECKCARD 0527 FIDELITY WTC 11211356 BOSTON MA 24164075148937640602355,-4,82.69
5/29/2015,CHECKCARD 0527 MBCR CMT RL TKT 617-222-3200 MA 24445005148100132081699,-7,75.69
6/1/2015,Counter Credit,50,125.69
6/1/2015,CHECKCARD 0528 WORLD TRADE CENTER CAFE BOSTON MA 24755425149261492410317,-2.41,123.28
6/1/2015,CHECKCARD 0528 FIDELITY WTC 11211356 BOSTON MA 24164075149937640746714,-5.75,117.53
6/1/2015,CHECKCARD 0529 FIDELITY WTC 11211356 BOSTON MA 24164075150937641410001,-0.75,116.78
6/1/2015,CHECKCARD 0529 MBCR CMT RL TKT 617-222-3200 MA 24445005150100154675167,-7,109.78
6/1/2015,CHECKCARD 0529 FIDELITY WTC 11211356 BOSTON MA 24164075150937641408914,-5.75,104.03
6/1/2015,CHECKCARD 0529 MBCR CMT RL TKT 617-222-3200 MA 24445005150100154675241,-7,97.03
6/3/2015,CHECKCARD 0601 FIDELITY WTC 11211356 BOSTON MA 24164075153937640348175,-5.2,91.83
6/3/2015,CHECKCARD 0601 DUNKIN #345299 Q35 BOSTON MA 24610435153072024798419,-8.06,83.77
6/4/2015,CHECKCARD 0602 FIDELITY WTC 11211356 BOSTON MA 24164075154937640561396,-0.75,83.02
6/5/2015,CHECKCARD 0603 FIDELITY WTC 11211356 BOSTON MA 24164075155937640294047,-5.75,77.27
6/8/2015,CHECKCARD 0604 FIDELITY WTC 11211356 BOSTON MA 24164075156937640891254,-5.75,71.52
6/8/2015,CHECKCARD 0605 FIDELITY WTC 11211356 BOSTON MA 24164075157937641378698,-4.45,67.07
6/8/2015,EXXONMOBIL POS 06/06 #000322917 PURCHASE 525 PARADISE RD SWAMPSCOTT MA,-15.01,52.06
6/10/2015,CHECKCARD 0608 FIDELITY WTC 11211356 BOSTON MA 24164075160937640185685,-4.45,47.61
6/10/2015,BKOFAMERICA ATM 06/10 #000006792 WITHDRWL FIDELITY BOSTON MA,-20,27.61
6/12/2015,VERITUDE LLC DES:SALARY ID: INDN:Christopher Santos CO ID:XXXXX35482 PPD,250,277.61
6/12/2015,CHECKCARD 0611 JERRY REMY'S SPORTS BAR BOSTON MA 24733095162258000000309,-14.91,262.7
6/15/2015,CHECKCARD 0611 FIDELITY WTC 11211356 BOSTON MA 24164075163937640723631,-4.5,258.2
6/15/2015,CHECKCARD 0612 FIDELITY WTC 11211356 BOSTON MA 24164075164937641021224,-3.7,254.5
6/15/2015,CHECKCARD 0612 ADY*Spotify USA 646-8375380 NY 24906415163016605150998,-5.34,249.16
6/15/2015,CHECKCARD 0613 NA.WARGAMING.NET 357 22 864444 74771275165523802768327,-14.79,234.37
6/15/2015,"CHECKCARD 0613 POPO'S HOT DOGS, I SWAMPSCOTT MA 24224435165104023729394",-4.2,230.17
6/15/2015,CHECKCARD 0614 TM *RASCAL FLATTS 800-653-8000 NY 24692165165000393509315,-60.8,169.37
6/15/2015,WAL-MART Wal- 06/14 #000516210 PURCHASE WAL-MART Wal-Mar LYNN MA,-22.34,147.03
6/15/2015,CHECKCARD 0613 NA.WARGAMING.NET 357 22 864444 74771275165523802768327 INTERNATIONAL TRANSACTION FEE,-0.44,146.59
6/17/2015,Online Banking transfer from SAV 0450 Confirmation# 2857871951,100,246.59
6/18/2015,CHECKCARD 0616 FIDELITY WTC 11211356 BOSTON MA 24164075168937640584632,-5,241.59
6/18/2015,CHECKCARD 0617 IFIXIT 805-464-0573 CA 24493985169200939100623,-24.95,216.64
6/19/2015,VERITUDE LLC DES:SALARY ID: INDN:Christopher Santos CO ID:XXXXX35482 PPD,250,466.64
6/19/2015,CHECKCARD 0617 FIDELITY WTC 11211356 BOSTON MA 24164075169937640814814,-4,462.64
6/19/2015,CHECKCARD 0617 CABLEVISION #7870 201-337-1112 NJ 24435145169072032231361,-100,362.64
6/19/2015,SHELL Service 06/19 #000191902 PURCHASE SHELL Service S LYNN MA,-66.53,296.11
6/22/2015,CHECKCARD 0619 LARRY J'S BBQ CAFE BOSTON MA 24733095171286099900054,-10.7,285.41
6/22/2015,CHECKCARD 0619 LAZ PARKING 874 BOSTON MA 24055225170006450232622,-20,265.41
6/22/2015,CHECKCARD 0619 CARS DELIVERY RAMSEY NJ 24394695172080080721496,-7.86,257.55
6/22/2015,CHECKCARD 0621 EXTRA GAS RAMSEY NJ 24765015172006000579401,-51.46,206.09
6/24/2015,CHECKCARD 0623 AMAZON MKTPLACE PMTS AMZN.COM/BILLWA 24692165174000619701133,-61.9,144.19
6/24/2015,CHECKCARD 0622 FIDELITY WTC 11211356 BOSTON MA 24164075174937640581820,-3.7,140.49
6/24/2015,CHECKCARD 0624 GOOGLE *Ninja Kiwi GOOGLE.COM/CHCA 24692165175000987459180,-2.99,137.5
6/24/2015,7-ELEVEN 06/24 #000536575 PURCHASE 7-ELEVEN BOSTON MA,-2.99,134.51
6/25/2015,CHECKCARD 0623 FIDELITY WTC 11211356 BOSTON MA 24164075175937640205858,-5,129.51
6/26/2015,VERITUDE LLC DES:SALARY ID: INDN:Christopher Santos CO ID:XXXXX35482 PPD,250,379.51
6/26/2015,CHECKCARD 0624 FIDELITY WTC 11211356 BOSTON MA 24164075176937640601113,-3.2,376.31
6/29/2015,CHECKCARD 0625 FIDELITY WTC 11211356 BOSTON MA 24164075177937640877076,-5,371.31
6/29/2015,CHECKCARD 0625 FIDELITY WTC 11211356 BOSTON MA 24164075177937640878157,-2.85,368.46
6/29/2015,CHECKCARD 0626 HARRISON`S LTD SALEM MA 24765175179980000713985,-5.99,362.47
6/29/2015,"CHECKCARD 0626 POPO'S HOT DOGS, I SWAMPSCOTT MA 24224435178104023694270",-8.39,354.08
6/29/2015,CHECKCARD 0627 LOWELL SPINNERS LOWELL MA 24013395179002748470143,-10.75,343.33
6/29/2015,BKOFAMERICA ATM 06/28 #000001113 WITHDRWL VINNEN SQUARE RE SWAMPSCOTT MA,-180,163.33
6/30/2015,Online Banking transfer from SAV 0450 Confirmation# 3771467499,212,375.33
6/30/2015,BARNESNOB 210 06/30 #000324693 PURCHASE BARNESNOB 210 And Peabody MA,-15.28,360.05
7/1/2015,CHECKCARD 0629 FIDELITY WTC 11211356 BOSTON MA 24164075181937650273517,-5,355.05
7/1/2015,EXXONMOBIL POS 07/01 #000842722 PURCHASE 525 PARADISE RD SWAMPSCOTT MA,-58.2,296.85
7/2/2015,CHECKCARD 0630 FIDELITY WTC 11211356 BOSTON MA 24164075182937640375900,-4,292.85
7/2/2015,CHECKCARD 0701 MBCR CMT RL TKT 617-222-3200 MA 24445005182200080550120,-212,80.85
7/3/2015,VERITUDE LLC DES:SALARY ID: INDN:Christopher Santos CO ID:XXXXX35482 PPD,250,330.85
7/3/2015,CHECKCARD 0701 FIDELITY WTC 11211356 BOSTON MA 24164075183937640755001,-4,326.85
7/3/2015,CHECKCARD 0701 HARRISON`S LTD SALEM MA 24765175183980000713906,-11.97,314.88
7/3/2015,CHECKCARD 0702 LAZ PARKING 874 BOSTON MA 24055225183006461550629,-20,294.88
7/3/2015,BKOFAMERICA ATM 07/03 #000004765 WITHDRWL RAMSEY RAMSEY NJ,-100,194.88
7/6/2015,CHECKCARD 0702 J PACE & SON'S UPTOWN BOSTON MA 24071055184985373098712,-9.58,185.3
7/6/2015,CHECKCARD 0703 DAIRY QUEEN 19265 ALLENDALE NJ 24231685185286000000290,-16.76,168.54
7/6/2015,CHECKCARD 0704 EXTRA GAS RAMSEY NJ 24765015185006000601424,-56.19,112.35
7/6/2015,CHECKCARD 0705 EXTRA GAS RAMSEY NJ 24765015186006000602843,-28.96,83.39
7/8/2015,CHECKCARD 0701 BOSTON HOT DOG COMPANY SALEM MA 24639235188900012600058,-11.88,71.51
7/8/2015,CHECKCARD 0706 FIDELITY WTC 11211356 BOSTON MA 24164075188937640376597,-5,66.51
7/10/2015,VERITUDE LLC DES:SALARY ID: INDN:Christopher Santos CO ID:XXXXX35482 PPD,250,316.51
7/13/2015,CHECKCARD 0712 ADY*Spotify USA 646-8375380 NY 24906415193017338793470 RECURRING,-5.34,311.17
7/13/2015,KITTERY TRADIN 07/12 #000188025 PURCHASE KITTERY TRADING P KITTERY ME,-3.17,308
7/16/2015,CHECKCARD 0714 FIDELITY WTC 11211356 BOSTON MA 24164075196937640391737,-5,303
7/17/2015,VERITUDE LLC DES:SALARY ID: INDN:Christopher Santos CO ID:XXXXX35482 PPD,151.67,454.67
7/17/2015,CHECKCARD 0715 DUNKIN #345299 Q35 BOSTON MA 24610435197072026869398,-3.05,451.62
7/20/2015,CHECKCARD 0716 FIDELITY WTC 11211356 BOSTON MA 24164075198937640483250,-5,446.62
7/20/2015,CHECKCARD 0716 FIDELITY WTC 11211356 BOSTON MA 24164075198937640485362,-2.43,444.19
7/20/2015,CHECKCARD 0717 SUBWAY WORLD TRADE SOUTH BOSTON MA 24445005199300181774099,-5,439.19
7/20/2015,ARMY BARRACKS 07/18 #000831095 PURCHASE ARMY BARRACKS SAL SALEM MA,-84.98,354.21
7/20/2015,CHECKCARD 0718 HARRISON`S LTD SALEM MA 24765175200980000713970,-10.57,343.64
7/20/2015,CHECKCARD 0719 AmazonPrime Membership amzn.com/prmeNV 24692165200000023772009 RECURRING,-52.43,291.21
7/22/2015,CHECKCARD 0720 FIDELITY WTC 11211356 BOSTON MA 24164075202937311124195,-4,287.21
7/22/2015,CHECKCARD 0722 Amazon.com AMZN.COM/BILLWA 24692165203000215395525,-37.44,249.77
7/23/2015,Counter Credit,542.45,792.22
7/23/2015,CHECKCARD 0721 FIDELITY WTC 11211356 BOSTON MA 24164075203937640090561,-4,788.22
7/24/2015,VERITUDE LLC DES:SALARY ID: INDN:Christopher Santos CO ID:XXXXX35482 PPD,250,1038.22
7/24/2015,CHECKCARD 0722 J PACE & SON'S UPTOWN BOSTON MA 24071055204985356492342,-9.58,1028.64
7/24/2015,SUBWAY SOUTH S 07/24 #000764571 PURCHASE SUBWAY SOUTH ST 7 BOSTON MA,-5,1023.64
7/24/2015,MICRO CENTER # 07/24 #000109225 PURCHASE MICRO CENTER #12 Cambridge MA,-361.24,662.4
7/27/2015,Acorns.com DES:WEB PMTS ID:9S2883 INDN:Chris Santos CO ID:XXXXX42693 PPD,0.06,662.46
7/27/2015,Acorns.com DES:WEB PMTS ID:7S2883 INDN:Chris Santos CO ID:XXXXX42693 PPD,0.04,662.5
7/27/2015,CHECKCARD 0723 FIDELITY WTC 11211356 BOSTON MA 24164075205937640217592,-3,659.5
7/27/2015,CHECKCARD 0723 FIDELITY WTC 11211356 BOSTON MA 24164075205937640220406,-3.2,656.3
7/27/2015,MA TLR transfer to CHK 1256 Banking Ctr VINNIN SQUARE #0086633 MA Confirmation# 3883114667,-316,340.3
7/27/2015,CHECKCARD 0725 SQ *BOSTON BURGER COMPA Revere MA 24692165206000003227853,-10,330.3
7/27/2015,CHECKCARD 0725 CINEMA SALEM SALEM MA 24445005207100151625705,-20,310.3
7/27/2015,CHECKCARD 0725 HARRISON`S LTD SALEM MA 24765175207980000713924,-3.99,306.31
7/27/2015,DANVERS GULF E 07/26 #000449826 PURCHASE DANVERS GULF EXPR DANVERS MA,-30,276.31
7/27/2015,Acorns.com DES:WEB PMTS ID:2VS783 INDN:Chris Santos CO ID:XXXXX42693 WEB,-20,256.31
7/28/2015,CHECKCARD 0726 DUNKIN #310156 Q35 LEE NH 24610435208072024034893,-6.53,249.78
7/28/2015,CHECKCARD 0728 AMAZON MKTPLACE PMTS AMZN.COM/BILLWA 24692165209000041384366,-19.99,229.79
7/28/2015,CHECKCARD 0727 PAYPAL *MODSTICKER 402-935-7733 CA 24492155208894343050665,-4.98,224.81
7/29/2015,Acorns.com DES:WEB PMTS ID:B9KJ83 INDN:Chris Santos CO ID:XXXXX42693 WEB,-5.81,219
7/30/2015,CHECKCARD 0728 FIDELITY WTC 11211356 BOSTON MA 24164075210937640355312,-3,216
7/31/2015,VERITUDE LLC DES:SALARY ID: INDN:Christopher Santos CO ID:XXXXX35482 PPD,250,466
7/31/2015,SHELL Service 07/31 #000811704 PURCHASE SHELL Service Sta LYNN MA,-46.45,419.55
8/3/2015,CHECKCARD 0731 AMAZON MKTPLACE PMTS AMZN.COM/BILLWA 24692165212000620953958,-29.97,389.58
8/3/2015,CHECKCARD 0730 FIDELITY WTC 11211356 BOSTON MA 24164075212937640473501,-5,384.58
8/3/2015,CHECKCARD 0731 EXXONMOBIL 47976683 HOLMDEL NJ 24164055213378014844525,-30,354.58
8/3/2015,CHECKCARD 0731 LAZ PARKING 874 BOSTON MA 24055225212006487748178,-20,334.58
8/3/2015,PNC Arts Cente 07/31 #000120041 WITHDRWL 116 Garden State Holmdel NJ,-24,310.58
8/3/2015,CHECKCARD 0801 STATE LINE DINER MAHWAH NJ 24071055214985345353405,-17.39,293.19
8/3/2015,CHECKCARD 0802 EXTRA GAS RAMSEY NJ 24765015214006000650996,-38.42,254.77
8/3/2015,PNC Arts Cente 07/31 #000120041 WITHDRWL 116 Garden State Holmdel NJ FEE,-2.5,252.27
8/5/2015,CHECKCARD 0803 MBCR CMT RL TKT 617-222-3200 MA 24445005216200064323122,-7,245.27
8/5/2015,CHECKCARD 0803 MBCR CMT RL TKT 617-222-3200 MA 24445005216200064323205,-7,238.27
8/5/2015,CHECKCARD 0803 UNIVERSITY OF MAINE PA 000-0000000 ME 24137555216630121268257,-50,188.27
8/6/2015,CHECKCARD 0804 MBCR CMT RL TKT 617-222-3200 MA 24445005217100136456349,-7,181.27
8/6/2015,CHECKCARD 0804 FIDELITY WTC 11211356 BOSTON MA 24164075217937640331811,-5,176.27
8/6/2015,CHECKCARD 0804 DUNKIN #338063 Q35 BOSTON MA 24610435217072022039554,-3.05,173.22
8/6/2015,CHECKCARD 0804 MBCR CMT RL TKT 617-222-3200 MA 24445005217100136456422,-7,166.22
8/7/2015,VERITUDE LLC DES:SALARY ID: INDN:Christopher Santos CO ID:XXXXX35482 PPD,250,416.22
8/7/2015,CHECKCARD 0805 MBCR CMT RL TKT 617-222-3200 MA 24445005218100136051826,-7,409.22
8/7/2015,CHECKCARD 0805 MBCR CMT RL TKT 617-222-3200 MA 24445005218100136051909,-7,402.22
8/7/2015,ARMY BARRACKS 08/07 #000325313 PURCHASE ARMY BARRACKS SAL SALEM MA,-38.24,363.98
8/10/2015,CHECKCARD 0806 MBCR CMT RL TKT 617-222-3200 MA 24445005219100148827980,-7,356.98
8/10/2015,CHECKCARD 0806 FIDELITY WTC 11211356 BOSTON MA 24164075219937640378844,-2.5,354.48
8/10/2015,CHECKCARD 0806 MBCR CMT RL TKT 617-222-3200 MA 24445005219100148828061,-7,347.48
8/10/2015,CHECKCARD 0807 MBCR CMT RL TKT 617-222-3200 MA 24445005220100161913706,-7,340.48
8/10/2015,CHECKCARD 0807 FIDELITY WTC 11211356 BOSTON MA 24164075220937640297850,-5,335.48
8/10/2015,CHECKCARD 0807 MBCR CMT RL TKT 617-222-3200 MA 24445005220100161913888,-7,328.48
8/10/2015,CHECKCARD 0807 HARRISON`S LTD SALEM MA 24765175221980000713942,-3.99,324.49
8/10/2015,KITTERY TRADIN 08/08 #000210996 PURCHASE KITTERY TRADING P KITTERY ME,-94.93,229.56
8/10/2015,CHECKCARD 0808 DUNKIN #310156 Q35 LEE NH 24610435221072020893477,-4.45,225.11
8/10/2015,EXXONMOBIL POS 08/08 #000546498 PURCHASE 546 1ST NEW HAMPS NORTHWOOD NH,-55.99,169.12
8/10/2015,EXXONMOBIL POS 08/08 #000546745 PURCHASE 546 1ST NEW HAMPS NORTHWOOD NH,-0.79,168.33
